c Problem SAT 5+  100 + 1
p cnf 622 2429
-320 380 382 0
-320 -380 -382 0
379 381 -383 0
379 -381 383 0
-379 381 383 0
-379 -381 -383 0
329 104 -384 0
329 -104 -384 0
-329 104 -384 0
-329 -104 384 0
329 104 -385 0
329 -104 385 0
-329 104 385 0
-329 -104 -385 0
325 385 -386 0
325 -385 -386 0
-325 385 -386 0
-325 -385 386 0
325 385 -387 0
325 -385 387 0
-325 385 387 0
-325 -385 -387 0
384 386 -388 0
384 -386 388 0
-384 386 388 0
-384 -386 -388 0
334 105 -389 0
334 -105 -389 0
-334 105 -389 0
-334 -105 389 0
334 105 -390 0
334 -105 390 0
-334 105 390 0
-334 -105 -390 0
330 390 -391 0
330 -390 -391 0
-330 390 -391 0
-330 -390 391 0
330 390 -392 0
330 -390 392 0
-330 390 392 0
-330 -390 -392 0
389 391 -393 0
389 -391 393 0
-389 391 393 0
-389 -391 -393 0
339 106 -394 0
339 -106 -394 0
-339 106 -394 0
-339 -106 394 0
339 106 -395 0
339 -106 395 0
-339 106 395 0
-339 -106 -395 0
335 395 -396 0
335 -395 -396 0
-335 395 -396 0
-335 -395 396 0
335 395 -397 0
335 -395 397 0
-335 395 397 0
-335 -395 -397 0
394 396 -398 0
394 -396 398 0
-394 396 398 0
-394 -396 -398 0
344 107 -399 0
344 -107 -399 0
-344 107 -399 0
-344 -107 399 0
344 107 -400 0
344 -107 400 0
-344 107 400 0
-344 -107 -400 0
340 400 -401 0
340 -400 -401 0
-340 400 -401 0
-340 -400 401 0
340 400 -402 0
340 -400 402 0
-340 400 402 0
-340 -400 -402 0
399 401 -403 0
399 -401 403 0
-399 401 403 0
-399 -401 -403 0
349 108 -404 0
349 -108 -404 0
-349 108 -404 0
-349 -108 404 0
349 108 -405 0
349 -108 405 0
-349 108 405 0
-349 -108 -405 0
345 405 -406 0
345 -405 -406 0
-345 405 -406 0
-345 -405 406 0
345 405 -407 0
345 -405 407 0
-345 405 407 0
-345 -405 -407 0
404 406 -408 0
404 -406 408 0
-404 406 408 0
-404 -406 -408 0
352 109 -409 0
352 -109 -409 0
-352 109 -409 0
-352 -109 409 0
352 109 -410 0
352 -109 410 0
-352 109 410 0
-352 -109 -410 0
350 410 -411 0
350 -410 -411 0
-350 410 -411 0
-350 -410 411 0
350 410 -412 0
350 -410 412 0
-350 410 412 0
-350 -410 -412 0
409 411 -413 0
409 -411 413 0
-409 411 413 0
-409 -411 -413 0
354 110 -414 0
354 -110 -414 0
-354 110 -414 0
-354 -110 414 0
354 110 -415 0
354 -110 415 0
-354 110 415 0
-354 -110 -415 0
351 415 -416 0
351 -415 -416 0
-351 415 -416 0
-351 -415 416 0
351 415 -417 0
351 -415 417 0
-351 415 417 0
-351 -415 -417 0
414 416 -418 0
414 -416 418 0
-414 416 418 0
-414 -416 -418 0
353 111 -419 0
353 -111 -419 0
-353 111 -419 0
-353 -111 419 0
353 111 -420 0
353 -111 420 0
-353 111 420 0
-353 -111 -420 0
355 358 -421 0
355 -358 421 0
-355 358 421 0
-355 -358 -421 0
355 358 -422 0
355 -358 -422 0
-355 358 -422 0
-355 -358 422 0
355 358 -423 0
355 -358 423 0
-355 358 423 0
-355 -358 423 0
357 362 -424 0
357 -362 424 0
-357 362 424 0
-357 -362 -424 0
357 362 -425 0
357 -362 -425 0
-357 362 -425 0
-357 -362 425 0
357 362 -426 0
357 -362 426 0
-357 362 426 0
-357 -362 426 0
363 367 -427 0
363 -367 427 0
-363 367 427 0
-363 -367 -427 0
363 367 -428 0
363 -367 -428 0
-363 367 -428 0
-363 -367 428 0
363 367 -429 0
363 -367 429 0
-363 367 429 0
-363 -367 429 0
368 372 -430 0
368 -372 430 0
-368 372 430 0
-368 -372 -430 0
368 372 -431 0
368 -372 -431 0
-368 372 -431 0
-368 -372 431 0
368 372 -432 0
368 -372 432 0
-368 372 432 0
-368 -372 432 0
373 377 -433 0
373 -377 433 0
-373 377 433 0
-373 -377 -433 0
373 377 -434 0
373 -377 -434 0
-373 377 -434 0
-373 -377 434 0
373 377 -435 0
373 -377 435 0
-373 377 435 0
-373 -377 435 0
378 382 -436 0
378 -382 436 0
-378 382 436 0
-378 -382 -436 0
378 382 -437 0
378 -382 -437 0
-378 382 -437 0
-378 -382 437 0
378 382 -438 0
378 -382 438 0
-378 382 438 0
-378 -382 438 0
383 387 -439 0
383 -387 439 0
-383 387 439 0
-383 -387 -439 0
383 387 -440 0
383 -387 -440 0
-383 387 -440 0
-383 -387 440 0
383 387 -441 0
383 -387 441 0
-383 387 441 0
-383 -387 441 0
388 392 -442 0
388 -392 442 0
-388 392 442 0
-388 -392 -442 0
388 392 -443 0
388 -392 -443 0
-388 392 -443 0
-388 -392 443 0
388 392 -444 0
388 -392 444 0
-388 392 444 0
-388 -392 444 0
393 397 -445 0
393 -397 445 0
-393 397 445 0
-393 -397 -445 0
393 397 -446 0
393 -397 -446 0
-393 397 -446 0
-393 -397 446 0
393 397 -447 0
393 -397 447 0
-393 397 447 0
-393 -397 447 0
398 402 -448 0
398 -402 448 0
-398 402 448 0
-398 -402 -448 0
398 402 -449 0
398 -402 -449 0
-398 402 -449 0
-398 -402 449 0
398 402 -450 0
398 -402 450 0
-398 402 450 0
-398 -402 450 0
403 407 -451 0
403 -407 451 0
-403 407 451 0
-403 -407 -451 0
403 407 -452 0
403 -407 -452 0
-403 407 -452 0
-403 -407 452 0
403 407 -453 0
403 -407 453 0
-403 407 453 0
-403 -407 453 0
408 412 -454 0
408 -412 454 0
-408 412 454 0
-408 -412 -454 0
408 412 -455 0
408 -412 -455 0
-408 412 -455 0
-408 -412 455 0
408 412 -456 0
408 -412 456 0
-408 412 456 0
-408 -412 456 0
413 417 -457 0
413 -417 457 0
-413 417 457 0
-413 -417 -457 0
413 417 -458 0
413 -417 -458 0
-413 417 -458 0
-413 -417 458 0
413 417 -459 0
413 -417 459 0
-413 417 459 0
-413 -417 459 0
418 420 -460 0
418 -420 460 0
-418 420 460 0
-418 -420 -460 0
418 420 -461 0
418 -420 -461 0
-418 420 -461 0
-418 -420 461 0
418 420 -462 0
418 -420 462 0
-418 420 462 0
-418 -420 462 0
21 113 -463 0
21 -113 463 0
-21 -113 -463 0
-21 113 463 0
113 21 -464 0
113 -21 -464 0
-113 21 -464 0
-113 -21 464 0
231 289 -465 0
231 -289 465 0
-231 -289 -465 0
-231 289 465 0
289 231 -466 0
289 -231 -466 0
-289 231 -466 0
-289 -231 466 0
356 421 -467 0
356 -421 467 0
-356 -421 -467 0
-356 421 467 0
422 423 -468 0
422 -423 468 0
-422 423 468 0
-422 -423 468 0
422 356 -469 0
422 -356 469 0
-422 356 469 0
-422 -356 469 0
468 469 -470 0
468 -469 -470 0
-468 469 -470 0
-468 -469 470 0
422 423 -471 0
422 -423 471 0
-422 423 471 0
-422 -423 471 0
471 422 -472 0
471 -422 -472 0
-471 422 -472 0
-471 -422 472 0
425 427 -473 0
425 -427 473 0
-425 -427 -473 0
-425 427 473 0
426 427 -474 0
426 -427 474 0
-426 -427 -474 0
-426 427 474 0
428 429 -475 0
428 -429 475 0
-428 429 475 0
-428 -429 475 0
428 426 -476 0
428 -426 476 0
-428 426 476 0
-428 -426 476 0
475 476 -477 0
475 -476 -477 0
-475 476 -477 0
-475 -476 477 0
428 429 -478 0
428 -429 478 0
-428 429 478 0
-428 -429 478 0
428 425 -479 0
428 -425 479 0
-428 425 479 0
-428 -425 479 0
478 479 -480 0
478 -479 -480 0
-478 479 -480 0
-478 -479 480 0
431 433 -481 0
431 -433 481 0
-431 -433 -481 0
-431 433 481 0
432 433 -482 0
432 -433 482 0
-432 -433 -482 0
-432 433 482 0
434 435 -483 0
434 -435 483 0
-434 435 483 0
-434 -435 483 0
434 432 -484 0
434 -432 484 0
-434 432 484 0
-434 -432 484 0
483 484 -485 0
483 -484 -485 0
-483 484 -485 0
-483 -484 485 0
434 435 -486 0
434 -435 486 0
-434 435 486 0
-434 -435 486 0
434 431 -487 0
434 -431 487 0
-434 431 487 0
-434 -431 487 0
486 487 -488 0
486 -487 -488 0
-486 487 -488 0
-486 -487 488 0
437 439 -489 0
437 -439 489 0
-437 -439 -489 0
-437 439 489 0
438 439 -490 0
438 -439 490 0
-438 -439 -490 0
-438 439 490 0
440 441 -491 0
440 -441 491 0
-440 441 491 0
-440 -441 491 0
440 438 -492 0
440 -438 492 0
-440 438 492 0
-440 -438 492 0
491 492 -493 0
491 -492 -493 0
-491 492 -493 0
-491 -492 493 0
440 441 -494 0
440 -441 494 0
-440 441 494 0
-440 -441 494 0
440 437 -495 0
440 -437 495 0
-440 437 495 0
-440 -437 495 0
494 495 -496 0
494 -495 -496 0
-494 495 -496 0
-494 -495 496 0
443 445 -497 0
443 -445 497 0
-443 -445 -497 0
-443 445 497 0
444 445 -498 0
444 -445 498 0
-444 -445 -498 0
-444 445 498 0
446 447 -499 0
446 -447 499 0
-446 447 499 0
-446 -447 499 0
446 444 -500 0
446 -444 500 0
-446 444 500 0
-446 -444 500 0
499 500 -501 0
499 -500 -501 0
-499 500 -501 0
-499 -500 501 0
446 447 -502 0
446 -447 502 0
-446 447 502 0
-446 -447 502 0
446 443 -503 0
446 -443 503 0
-446 443 503 0
-446 -443 503 0
502 503 -504 0
502 -503 -504 0
-502 503 -504 0
-502 -503 504 0
449 451 -505 0
449 -451 505 0
-449 -451 -505 0
-449 451 505 0
450 451 -506 0
450 -451 506 0
-450 -451 -506 0
-450 451 506 0
452 453 -507 0
452 -453 507 0
-452 453 507 0
-452 -453 507 0
452 450 -508 0
452 -450 508 0
-452 450 508 0
-452 -450 508 0
507 508 -509 0
507 -508 -509 0
-507 508 -509 0
-507 -508 509 0
452 453 -510 0
452 -453 510 0
-452 453 510 0
-452 -453 510 0
452 449 -511 0
452 -449 511 0
-452 449 511 0
-452 -449 511 0
510 511 -512 0
510 -511 -512 0
-510 511 -512 0
-510 -511 512 0
455 457 -513 0
455 -457 513 0
-455 -457 -513 0
-455 457 513 0
456 457 -514 0
456 -457 514 0
-456 -457 -514 0
-456 457 514 0
458 459 -515 0
458 -459 515 0
-458 459 515 0
-458 -459 515 0
458 456 -516 0
458 -456 516 0
-458 456 516 0
-458 -456 516 0
515 516 -517 0
515 -516 -517 0
-515 516 -517 0
-515 -516 517 0
458 459 -518 0
458 -459 518 0
-458 459 518 0
-458 -459 518 0
458 455 -519 0
458 -455 519 0
-458 455 519 0
-458 -455 519 0
518 519 -520 0
518 -519 -520 0
-518 519 -520 0
-518 -519 520 0
461 419 -521 0
461 -419 521 0
-461 -419 -521 0
-461 419 521 0
462 419 -522 0
462 -419 522 0
-462 -419 -522 0
-462 419 522 0
419 462 -523 0
419 -462 -523 0
-419 462 -523 0
-419 -462 523 0
419 461 -524 0
419 -461 -524 0
-419 461 -524 0
-419 -461 524 0
464 231 -525 0
464 -231 525 0
-464 -231 -525 0
-464 231 525 0
464 289 -526 0
464 -289 526 0
-464 465 -526 0
-464 -465 526 0
466 464 -527 0
466 -464 -527 0
-466 464 -527 0
-466 -464 527 0
472 424 -528 0
472 -424 528 0
-472 -424 -528 0
-472 424 528 0
472 473 -529 0
472 -473 529 0
-472 474 -529 0
-472 -474 529 0
470 424 -530 0
470 -424 530 0
-470 -424 -530 0
-470 424 530 0
470 473 -531 0
470 -473 531 0
-470 474 -531 0
-470 -474 531 0
480 477 -532 0
480 -477 532 0
-480 477 532 0
-480 -477 532 0
480 470 -533 0
480 -470 533 0
-480 470 533 0
-480 -470 533 0
532 533 -534 0
532 -533 -534 0
-532 533 -534 0
-532 -533 534 0
480 477 -535 0
480 -477 535 0
-480 477 535 0
-480 -477 535 0
480 472 -536 0
480 -472 536 0
-480 472 536 0
-480 -472 536 0
535 536 -537 0
535 -536 -537 0
-535 536 -537 0
-535 -536 537 0
488 436 -538 0
488 -436 538 0
-488 -436 -538 0
-488 436 538 0
488 489 -539 0
488 -489 539 0
-488 490 -539 0
-488 -490 539 0
485 436 -540 0
485 -436 540 0
-485 -436 -540 0
-485 436 540 0
485 489 -541 0
485 -489 541 0
-485 490 -541 0
-485 -490 541 0
496 493 -542 0
496 -493 542 0
-496 493 542 0
-496 -493 542 0
496 485 -543 0
496 -485 543 0
-496 485 543 0
-496 -485 543 0
542 543 -544 0
542 -543 -544 0
-542 543 -544 0
-542 -543 544 0
496 493 -545 0
496 -493 545 0
-496 493 545 0
-496 -493 545 0
496 488 -546 0
496 -488 546 0
-496 488 546 0
-496 -488 546 0
545 546 -547 0
545 -546 -547 0
-545 546 -547 0
-545 -546 547 0
504 448 -548 0
504 -448 548 0
-504 -448 -548 0
-504 448 548 0
504 505 -549 0
504 -505 549 0
-504 506 -549 0
-504 -506 549 0
501 448 -550 0
501 -448 550 0
-501 -448 -550 0
-501 448 550 0
501 505 -551 0
501 -505 551 0
-501 506 -551 0
-501 -506 551 0
512 509 -552 0
512 -509 552 0
-512 509 552 0
-512 -509 552 0
512 501 -553 0
512 -501 553 0
-512 501 553 0
-512 -501 553 0
552 553 -554 0
552 -553 -554 0
-552 553 -554 0
-552 -553 554 0
512 509 -555 0
512 -509 555 0
-512 509 555 0
-512 -509 555 0
512 504 -556 0
512 -504 556 0
-512 504 556 0
-512 -504 556 0
555 556 -557 0
555 -556 -557 0
-555 556 -557 0
-555 -556 557 0
520 460 -558 0
520 -460 558 0
-520 -460 -558 0
-520 460 558 0
520 521 -559 0
520 -521 559 0
-520 522 -559 0
-520 -522 559 0
517 460 -560 0
517 -460 560 0
-517 -460 -560 0
-517 460 560 0
517 521 -561 0
517 -521 561 0
-517 522 -561 0
-517 -522 561 0
524 523 -562 0
524 -523 562 0
-524 523 562 0
-524 -523 562 0
524 517 -563 0
524 -517 563 0
-524 517 563 0
-524 -517 563 0
562 563 -564 0
562 -563 -564 0
-562 563 -564 0
-562 -563 564 0
524 523 -565 0
524 -523 565 0
-524 523 565 0
-524 -523 565 0
524 520 -566 0
524 -520 566 0
-524 520 566 0
-524 -520 566 0
565 566 -567 0
565 -566 -567 0
-565 566 -567 0
-565 -566 567 0
527 356 -568 0
527 -356 568 0
-527 -356 -568 0
-527 356 568 0
527 421 -569 0
527 -421 569 0
-527 467 -569 0
-527 -467 569 0
527 528 -570 0
527 -528 570 0
-527 530 -570 0
-527 -530 570 0
527 529 -571 0
527 -529 571 0
-527 531 -571 0
-527 -531 571 0
537 534 -572 0
537 -534 572 0
-537 534 572 0
-537 -534 572 0
537 527 -573 0
537 -527 573 0
-537 527 573 0
-537 -527 573 0
572 573 -574 0
572 -573 -574 0
-572 573 -574 0
-572 -573 574 0
537 534 -575 0
537 -534 575 0
-537 534 575 0
-537 -534 575 0
575 537 -576 0
575 -537 -576 0
-575 537 -576 0
-575 -537 576 0
547 442 -577 0
547 -442 577 0
-547 -442 -577 0
-547 442 577 0
547 497 -578 0
547 -497 578 0
-547 498 -578 0
-547 -498 578 0
547 548 -579 0
547 -548 579 0
-547 550 -579 0
-547 -550 579 0
547 549 -580 0
547 -549 580 0
-547 551 -580 0
-547 -551 580 0
544 442 -581 0
544 -442 581 0
-544 -442 -581 0
-544 442 581 0
544 497 -582 0
544 -497 582 0
-544 498 -582 0
-544 -498 582 0
544 548 -583 0
544 -548 583 0
-544 550 -583 0
-544 -550 583 0
544 549 -584 0
544 -549 584 0
-544 551 -584 0
-544 -551 584 0
557 554 -585 0
557 -554 585 0
-557 554 585 0
-557 -554 585 0
557 544 -586 0
557 -544 586 0
-557 544 586 0
-557 -544 586 0
585 586 -587 0
585 -586 -587 0
-585 586 -587 0
-585 -586 587 0
557 554 -588 0
557 -554 588 0
-557 554 588 0
-557 -554 588 0
557 547 -589 0
557 -547 589 0
-557 547 589 0
-557 -547 589 0
588 589 -590 0
588 -589 -590 0
-588 589 -590 0
-588 -589 590 0
576 430 -591 0
576 -430 591 0
-576 -430 -591 0
-576 430 591 0
576 481 -592 0
576 -481 592 0
-576 482 -592 0
-576 -482 592 0
576 538 -593 0
576 -538 593 0
-576 540 -593 0
-576 -540 593 0
576 539 -594 0
576 -539 594 0
-576 541 -594 0
-576 -541 594 0
576 577 -595 0
576 -577 595 0
-576 581 -595 0
-576 -581 595 0
576 578 -596 0
576 -578 596 0
-576 582 -596 0
-576 -582 596 0
576 579 -597 0
576 -579 597 0
-576 583 -597 0
-576 -583 597 0
576 580 -598 0
576 -580 598 0
-576 584 -598 0
-576 -584 598 0
574 430 -599 0
574 -430 599 0
-574 -430 -599 0
-574 430 599 0
574 481 -600 0
574 -481 600 0
-574 482 -600 0
-574 -482 600 0
574 538 -601 0
574 -538 601 0
-574 540 -601 0
-574 -540 601 0
574 539 -602 0
574 -539 602 0
-574 541 -602 0
-574 -541 602 0
574 577 -603 0
574 -577 603 0
-574 581 -603 0
-574 -581 603 0
574 578 -604 0
574 -578 604 0
-574 582 -604 0
-574 -582 604 0
574 579 -605 0
574 -579 605 0
-574 583 -605 0
-574 -583 605 0
574 580 -606 0
574 -580 606 0
-574 584 -606 0
-574 -584 606 0
590 587 -607 0
590 -587 607 0
-590 587 607 0
-590 -587 607 0
590 574 -608 0
590 -574 608 0
-590 574 608 0
-590 -574 608 0
607 608 -609 0
607 -608 -609 0
-607 608 -609 0
-607 -608 609 0
590 587 -610 0
590 -587 610 0
-590 587 610 0
-590 -587 610 0
590 576 -611 0
590 -576 611 0
-590 576 611 0
-590 -576 611 0
610 611 -612 0
610 -611 -612 0
-610 611 -612 0
-610 -611 612 0
612 454 -613 0
612 -454 613 0
-612 -454 -613 0
-612 454 613 0
612 513 -614 0
612 -513 614 0
-612 514 -614 0
-612 -514 614 0
612 558 -615 0
612 -558 615 0
-612 560 -615 0
-612 -560 615 0
612 559 -616 0
612 -559 616 0
-612 561 -616 0
-612 -561 616 0
612 567 -617 0
612 -567 617 0
-612 564 -617 0
-612 -564 617 0
609 454 -618 0
609 -454 618 0
-609 -454 -618 0
-609 454 618 0
609 513 -619 0
609 -513 619 0
-609 514 -619 0
-609 -514 619 0
609 558 -620 0
609 -558 620 0
-609 560 -620 0
-609 -560 620 0
609 559 -621 0
609 -559 621 0
-609 561 -621 0
-609 -561 621 0
609 567 -622 0
609 -567 622 0
-609 564 -622 0
-609 -564 622 0
21 0
-113 0
-231 0
289 0
356 0
-421 0
528 0
529 0
591 0
592 0
593 0
-594 0
-595 0
596 0
-597 0
-598 0
-613 0
-614 0
-615 0
-616 0
-617 0
