c Problem SAT 8+211
-122 136 -385 0
-122 -136 385 0
122 136 -386 0
122 -136 386 0
-122 136 386 0
-122 -136 -386 0
263 386 -387 0
263 -386 -387 0
-263 386 -387 0
-263 -386 387 0
263 386 -388 0
263 -386 388 0
-263 386 388 0
-263 -386 -388 0
385 387 -389 0
385 -387 389 0
-385 387 389 0
-385 -387 -389 0
123 137 -390 0
123 -137 -390 0
-123 137 -390 0
-123 -137 390 0
123 137 -391 0
123 -137 391 0
-123 137 391 0
-123 -137 -391 0
268 391 -392 0
268 -391 -392 0
-268 391 -392 0
-268 -391 392 0
268 391 -393 0
268 -391 393 0
-268 391 393 0
-268 -391 -393 0
390 392 -394 0
390 -392 394 0
-390 392 394 0
-390 -392 -394 0
124 138 -395 0
124 -138 -395 0
-124 138 -395 0
-124 -138 395 0
124 138 -396 0
124 -138 396 0
-124 138 396 0
-124 -138 -396 0
273 396 -397 0
273 -396 -397 0
-273 396 -397 0
-273 -396 397 0
273 396 -398 0
273 -396 398 0
-273 396 398 0
-273 -396 -398 0
395 397 -399 0
395 -397 399 0
-395 397 399 0
-395 -397 -399 0
125 139 -400 0
125 -139 -400 0
-125 139 -400 0
-125 -139 400 0
125 139 -401 0
125 -139 401 0
-125 139 401 0
-125 -139 -401 0
278 401 -402 0
278 -401 -402 0
-278 401 -402 0
-278 -401 402 0
278 401 -403 0
278 -401 403 0
-278 401 403 0
-278 -401 -403 0
400 402 -404 0
400 -402 404 0
-400 402 404 0
-400 -402 -404 0
126 140 -405 0
126 -140 -405 0
-126 140 -405 0
-126 -140 405 0
126 140 -406 0
126 -140 406 0
-126 140 406 0
-126 -140 -406 0
281 406 -407 0
281 -406 -407 0
-281 406 -407 0
-281 -406 407 0
281 406 -408 0
281 -406 408 0
-281 406 408 0
-281 -406 -408 0
405 407 -409 0
405 -407 409 0
-405 407 409 0
-405 -407 -409 0
127 141 -410 0
127 -141 -410 0
-127 141 -410 0
-127 -141 410 0
127 141 -411 0
127 -141 411 0
-127 141 411 0
-127 -141 -411 0
113 411 -412 0
113 -411 -412 0
-113 411 -412 0
-113 -411 412 0
113 411 -413 0
113 -411 413 0
-113 411 413 0
-113 -411 -413 0
410 412 -414 0
410 -412 414 0
-410 412 414 0
-410 -412 -414 0
128 142 -415 0
128 -142 -415 0
-128 142 -415 0
-128 -142 415 0
128 142 -416 0
128 -142 416 0
-128 142 416 0
-128 -142 -416 0
282 285 -417 0
282 -285 -417 0
-282 285 -417 0
-282 -285 417 0
282 285 -418 0
282 -285 418 0
-282 285 418 0
-282 -285 -418 0
284 287 -419 0
284 -287 -419 0
-284 287 -419 0
-284 -287 419 0
284 287 -420 0
284 -287 420 0
-284 287 420 0
-284 -287 -420 0
286 291 -421 0
286 -291 -421 0
-286 291 -421 0
-286 -291 421 0
286 291 -422 0
286 -291 422 0
-286 291 422 0
-286 -291 -422 0
292 296 -423 0
292 -296 -423 0
-292 296 -423 0
-292 -296 423 0
292 296 -424 0
292 -296 424 0
-292 296 424 0
-292 -296 -424 0
348 301 -425 0
348 -301 -425 0
-348 301 -425 0
-348 -301 425 0
348 301 -426 0
348 -301 426 0
-348 301 426 0
-348 -301 -426 0
297 426 -427 0
297 -426 -427 0
-297 426 -427 0
-297 -426 427 0
297 426 -428 0
297 -426 428 0
-297 426 428 0
-297 -426 -428 0
425 427 -429 0
425 -427 429 0
-425 427 429 0
-425 -427 -429 0
354 306 -430 0
354 -306 -430 0
-354 306 -430 0
-354 -306 430 0
354 306 -431 0
354 -306 431 0
-354 306 431 0
-354 -306 -431 0
302 431 -432 0
302 -431 -432 0
-302 431 -432 0
-302 -431 432 0
302 431 -433 0
302 -431 433 0
-302 431 433 0
-302 -431 -433 0
430 432 -434 0
430 -432 434 0
-430 432 434 0
-430 -432 -434 0
359 311 -435 0
359 -311 -435 0
-359 311 -435 0
-359 -311 435 0
359 311 -436 0
359 -311 436 0
-359 311 436 0
-359 -311 -436 0
307 436 -437 0
307 -436 -437 0
-307 436 -437 0
-307 -436 437 0
307 436 -438 0
307 -436 438 0
-307 436 438 0
-307 -436 -438 0
435 437 -439 0
435 -437 439 0
-435 437 439 0
-435 -437 -439 0
364 316 -440 0
364 -316 -440 0
-364 316 -440 0
-364 -316 440 0
364 316 -441 0
364 -316 441 0
-364 316 441 0
-364 -316 -441 0
312 441 -442 0
312 -441 -442 0
-312 441 -442 0
-312 -441 442 0
312 441 -443 0
312 -441 443 0
-312 441 443 0
-312 -441 -443 0
440 442 -444 0
440 -442 444 0
-440 442 444 0
-440 -442 -444 0
369 321 -445 0
369 -321 -445 0
-369 321 -445 0
-369 -321 445 0
369 321 -446 0
369 -321 446 0
-369 321 446 0
-369 -321 -446 0
317 446 -447 0
317 -446 -447 0
-317 446 -447 0
-317 -446 447 0
317 446 -448 0
317 -446 448 0
-317 446 448 0
-317 -446 -448 0
445 447 -449 0
445 -447 449 0
-445 447 449 0
-445 -447 -449 0
374 326 -450 0
374 -326 -450 0
-374 326 -450 0
-374 -326 450 0
374 326 -451 0
374 -326 451 0
-374 326 451 0
-374 -326 -451 0
322 451 -452 0
322 -451 -452 0
-322 451 -452 0
-322 -451 452 0
322 451 -453 0
322 -451 453 0
-322 451 453 0
-322 -451 -453 0
450 452 -454 0
450 -452 454 0
-450 452 454 0
-450 -452 -454 0
379 331 -455 0
379 -331 -455 0
-379 331 -455 0
-379 -331 455 0
379 331 -456 0
379 -331 456 0
-379 331 456 0
-379 -331 -456 0
327 456 -457 0
327 -456 -457 0
-327 456 -457 0
-327 -456 457 0
327 456 -458 0
327 -456 458 0
-327 456 458 0
-327 -456 -458 0
455 457 -459 0
455 -457 459 0
-455 457 459 0
-455 -457 -459 0
384 336 -460 0
384 -336 -460 0
-384 336 -460 0
-384 -336 460 0
384 336 -461 0
384 -336 461 0
-384 336 461 0
-384 -336 -461 0
332 461 -462 0
332 -461 -462 0
-332 461 -462 0
-332 -461 462 0
332 461 -463 0
332 -461 463 0
-332 461 463 0
-332 -461 -463 0
460 462 -464 0
460 -462 464 0
-460 462 464 0
-460 -462 -464 0
389 341 -465 0
389 -341 -465 0
-389 341 -465 0
-389 -341 465 0
389 341 -466 0
389 -341 466 0
-389 341 466 0
-389 -341 -466 0
337 466 -467 0
337 -466 -467 0
-337 466 -467 0
-337 -466 467 0
337 466 -468 0
337 -466 468 0
-337 466 468 0
-337 -466 -468 0
465 467 -469 0
465 -467 469 0
-465 467 469 0
-465 -467 -469 0
394 346 -470 0
394 -346 -470 0
-394 346 -470 0
-394 -346 470 0
394 346 -471 0
394 -346 471 0
-394 346 471 0
-394 -346 -471 0
342 471 -472 0
342 -471 -472 0
-342 471 -472 0
-342 -471 472 0
342 471 -473 0
342 -471 473 0
-342 471 473 0
-342 -471 -473 0
470 472 -474 0
470 -472 474 0
-470 472 474 0
-470 -472 -474 0
399 274 -475 0
399 -274 -475 0
-399 274 -475 0
-399 -274 475 0
399 274 -476 0
399 -274 476 0
-399 274 476 0
-399 -274 -476 0
347 476 -477 0
347 -476 -477 0
-347 476 -477 0
-347 -476 477 0
347 476 -478 0
347 -476 478 0
-347 476 478 0
-347 -476 -478 0
475 477 -479 0
475 -477 479 0
-475 477 479 0
-475 -477 -479 0
404 279 -480 0
404 -279 -480 0
-404 279 -480 0
-404 -279 480 0
404 279 -481 0
404 -279 481 0
-404 279 481 0
-404 -279 -481 0
409 280 -482 0
409 -280 -482 0
-409 280 -482 0
-409 -280 482 0
409 280 -483 0
409 -280 483 0
-409 280 483 0
-409 -280 -483 0
418 69 -484 0
418 -69 -484 0
-418 69 -484 0
-418 -69 484 0
418 69 -485 0
418 -69 485 0
-418 69 485 0
-418 -69 -485 0
420 214 -486 0
420 -214 -486 0
-420 214 -486 0
-420 -214 486 0
420 214 -487 0
420 -214 487 0
-420 214 487 0
-420 -214 -487 0
417 487 -488 0
417 -487 -488 0
-417 487 -488 0
-417 -487 488 0
417 487 -489 0
417 -487 489 0
-417 487 489 0
-417 -487 -489 0
486 488 -490 0
486 -488 490 0
-486 488 490 0
-486 -488 -490 0
422 218 -491 0
422 -218 -491 0
-422 218 -491 0
-422 -218 491 0
422 218 -492 0
422 -218 492 0
-422 218 492 0
-422 -218 -492 0
419 492 -493 0
419 -492 -493 0
-419 492 -493 0
-419 -492 493 0
419 492 -494 0
419 -492 494 0
-419 492 494 0
-419 -492 -494 0
491 493 -495 0
491 -493 495 0
-491 493 495 0
-491 -493 -495 0
424 349 -496 0
424 -349 -496 0
-424 349 -496 0
-424 -349 496 0
424 349 -497 0
424 -349 497 0
-424 349 497 0
-424 -349 -497 0
421 497 -498 0
421 -497 -498 0
-421 497 -498 0
-421 -497 498 0
421 497 -499 0
421 -497 499 0
-421 497 499 0
-421 -497 -499 0
496 498 -500 0
496 -498 500 0
-496 498 500 0
-496 -498 -500 0
428 353 -501 0
428 -353 -501 0
-428 353 -501 0
-428 -353 501 0
428 353 -502 0
428 -353 502 0
-428 353 502 0
-428 -353 -502 0
423 502 -503 0
423 -502 -503 0
-423 502 -503 0
-423 -502 503 0
423 502 -504 0
423 -502 504 0
-423 502 504 0
-423 -502 -504 0
501 503 -505 0
501 -503 505 0
-501 503 505 0
-501 -503 -505 0
433 358 -506 0
433 -358 -506 0
-433 358 -506 0
-433 -358 506 0
433 358 -507 0
433 -358 507 0
-433 358 507 0
-433 -358 -507 0
429 507 -508 0
429 -507 -508 0
-429 507 -508 0
-429 -507 508 0
429 507 -509 0
429 -507 509 0
-429 507 509 0
-429 -507 -509 0
506 508 -510 0
506 -508 510 0
-506 508 510 0
-506 -508 -510 0
438 363 -511 0
438 -363 -511 0
-438 363 -511 0
-438 -363 511 0
438 363 -512 0
438 -363 512 0
-438 363 512 0
-438 -363 -512 0
434 512 -513 0
434 -512 -513 0
-434 512 -513 0
-434 -512 513 0
434 512 -514 0
434 -512 514 0
-434 512 514 0
-434 -512 -514 0
511 513 -515 0
511 -513 515 0
-511 513 515 0
-511 -513 -515 0
443 368 -516 0
443 -368 -516 0
-443 368 -516 0
-443 -368 516 0
443 368 -517 0
443 -368 517 0
-443 368 517 0
-443 -368 -517 0
439 517 -518 0
439 -517 -518 0
-439 517 -518 0
-439 -517 518 0
439 517 -519 0
439 -517 519 0
-439 517 519 0
-439 -517 -519 0
516 518 -520 0
516 -518 520 0
-516 518 520 0
-516 -518 -520 0
448 373 -521 0
448 -373 -521 0
-448 373 -521 0
-448 -373 521 0
448 373 -522 0
448 -373 522 0
-448 373 522 0
-448 -373 -522 0
444 522 -523 0
444 -522 -523 0
-444 522 -523 0
-444 -522 523 0
444 522 -524 0
444 -522 524 0
-444 522 524 0
-444 -522 -524 0
521 523 -525 0
521 -523 525 0
-521 523 525 0
-521 -523 -525 0
453 378 -526 0
453 -378 -526 0
-453 378 -526 0
-453 -378 526 0
453 378 -527 0
453 -378 527 0
-453 378 527 0
-453 -378 -527 0
449 527 -528 0
449 -527 -528 0
-449 527 -528 0
-449 -527 528 0
449 527 -529 0
449 -527 529 0
-449 527 529 0
-449 -527 -529 0
526 528 -530 0
526 -528 530 0
-526 528 530 0
-526 -528 -530 0
458 383 -531 0
458 -383 -531 0
-458 383 -531 0
-458 -383 531 0
458 383 -532 0
458 -383 532 0
-458 383 532 0
-458 -383 -532 0
454 532 -533 0
454 -532 -533 0
-454 532 -533 0
-454 -532 533 0
454 532 -534 0
454 -532 534 0
-454 532 534 0
-454 -532 -534 0
531 533 -535 0
531 -533 535 0
-531 533 535 0
-531 -533 -535 0
463 388 -536 0
463 -388 -536 0
-463 388 -536 0
-463 -388 536 0
463 388 -537 0
463 -388 537 0
-463 388 537 0
-463 -388 -537 0
459 537 -538 0
459 -537 -538 0
-459 537 -538 0
-459 -537 538 0
459 537 -539 0
459 -537 539 0
-459 537 539 0
-459 -537 -539 0
536 538 -540 0
536 -538 540 0
-536 538 540 0
-536 -538 -540 0
468 393 -541 0
468 -393 -541 0
-468 393 -541 0
-468 -393 541 0
468 393 -542 0
468 -393 542 0
-468 393 542 0
-468 -393 -542 0
464 542 -543 0
464 -542 -543 0
-464 542 -543 0
-464 -542 543 0
464 542 -544 0
464 -542 544 0
-464 542 544 0
-464 -542 -544 0
541 543 -545 0
541 -543 545 0
-541 543 545 0
-541 -543 -545 0
473 398 -546 0
473 -398 -546 0
-473 398 -546 0
-473 -398 546 0
473 398 -547 0
473 -398 547 0
-473 398 547 0
-473 -398 -547 0
469 547 -548 0
469 -547 -548 0
-469 547 -548 0
-469 -547 548 0
469 547 -549 0
469 -547 549 0
-469 547 549 0
-469 -547 -549 0
546 548 -550 0
546 -548 550 0
-546 548 550 0
-546 -548 -550 0
478 403 -551 0
478 -403 -551 0
-478 403 -551 0
-478 -403 551 0
478 403 -552 0
478 -403 552 0
-478 403 552 0
-478 -403 -552 0
474 552 -553 0
474 -552 -553 0
-474 552 -553 0
-474 -552 553 0
474 552 -554 0
474 -552 554 0
-474 552 554 0
-474 -552 -554 0
551 553 -555 0
551 -553 555 0
-551 553 555 0
-551 -553 -555 0
481 408 -556 0
481 -408 -556 0
-481 408 -556 0
-481 -408 556 0
481 408 -557 0
481 -408 557 0
-481 408 557 0
-481 -408 -557 0
479 557 -558 0
479 -557 -558 0
-479 557 -558 0
-479 -557 558 0
479 557 -559 0
479 -557 559 0
-479 557 559 0
-479 -557 -559 0
556 558 -560 0
556 -558 560 0
-556 558 560 0
-556 -558 -560 0
483 413 -561 0
483 -413 -561 0
-483 413 -561 0
-483 -413 561 0
483 413 -562 0
483 -413 562 0
-483 413 562 0
-483 -413 -562 0
480 562 -563 0
480 -562 -563 0
-480 562 -563 0
-480 -562 563 0
480 562 -564 0
480 -562 564 0
-480 562 564 0
-480 -562 -564 0
561 563 -565 0
561 -563 565 0
-561 563 565 0
-561 -563 -565 0
414 416 -566 0
414 -416 -566 0
-414 416 -566 0
-414 -416 566 0
414 416 -567 0
414 -416 567 0
-414 416 567 0
-414 -416 -567 0
482 567 -568 0
482 -567 -568 0
-482 567 -568 0
-482 -567 568 0
482 567 -569 0
482 -567 569 0
-482 567 569 0
-482 -567 -569 0
566 568 -570 0
566 -568 570 0
-566 568 570 0
-566 -568 -570 0
415 143 -571 0
415 -143 -571 0
-415 143 -571 0
-415 -143 571 0
415 143 -572 0
415 -143 572 0
-415 143 572 0
-415 -143 -572 0
484 489 -573 0
484 -489 573 0
-484 489 573 0
-484 -489 -573 0
484 489 -574 0
484 -489 -574 0
-484 489 -574 0
-484 -489 574 0
484 489 -575 0
484 -489 575 0
-484 489 575 0
-484 -489 575 0
490 494 -576 0
490 -494 576 0
-490 494 576 0
-490 -494 -576 0
490 494 -577 0
490 -494 -577 0
-490 494 -577 0
-490 -494 577 0
490 494 -578 0
490 -494 578 0
-490 494 578 0
-490 -494 578 0
495 499 -579 0
495 -499 579 0
-495 499 579 0
-495 -499 -579 0
495 499 -580 0
495 -499 -580 0
-495 499 -580 0
-495 -499 580 0
495 499 -581 0
495 -499 581 0
-495 499 581 0
-495 -499 581 0
500 504 -582 0
500 -504 582 0
-500 504 582 0
-500 -504 -582 0
500 504 -583 0
500 -504 -583 0
-500 504 -583 0
-500 -504 583 0
500 504 -584 0
500 -504 584 0
-500 504 584 0
-500 -504 584 0
505 509 -585 0
505 -509 585 0
-505 509 585 0
-505 -509 -585 0
505 509 -586 0
505 -509 -586 0
-505 509 -586 0
-505 -509 586 0
505 509 -587 0
505 -509 587 0
-505 509 587 0
-505 -509 587 0
510 514 -588 0
510 -514 588 0
-510 514 588 0
-510 -514 -588 0
510 514 -589 0
510 -514 -589 0
-510 514 -589 0
-510 -514 589 0
510 514 -590 0
510 -514 590 0
-510 514 590 0
-510 -514 590 0
515 519 -591 0
515 -519 591 0
-515 519 591 0
-515 -519 -591 0
515 519 -592 0
515 -519 -592 0
-515 519 -592 0
-515 -519 592 0
515 519 -593 0
515 -519 593 0
-515 519 593 0
-515 -519 593 0
520 524 -594 0
520 -524 594 0
-520 524 594 0
-520 -524 -594 0
520 524 -595 0
520 -524 -595 0
-520 524 -595 0
-520 -524 595 0
520 524 -596 0
520 -524 596 0
-520 524 596 0
-520 -524 596 0
525 529 -597 0
525 -529 597 0
-525 529 597 0
-525 -529 -597 0
525 529 -598 0
525 -529 -598 0
-525 529 -598 0
-525 -529 598 0
525 529 -599 0
525 -529 599 0
-525 529 599 0
-525 -529 599 0
530 534 -600 0
530 -534 600 0
-530 534 600 0
-530 -534 -600 0
530 534 -601 0
530 -534 -601 0
-530 534 -601 0
-530 -534 601 0
530 534 -602 0
530 -534 602 0
-530 534 602 0
-530 -534 602 0
535 539 -603 0
535 -539 603 0
-535 539 603 0
-535 -539 -603 0
535 539 -604 0
535 -539 -604 0
-535 539 -604 0
-535 -539 604 0
535 539 -605 0
535 -539 605 0
-535 539 605 0
-535 -539 605 0
540 544 -606 0
540 -544 606 0
-540 544 606 0
-540 -544 -606 0
540 544 -607 0
540 -544 -607 0
-540 544 -607 0
-540 -544 607 0
540 544 -608 0
540 -544 608 0
-540 544 608 0
-540 -544 608 0
545 549 -609 0
545 -549 609 0
-545 549 609 0
-545 -549 -609 0
545 549 -610 0
545 -549 -610 0
-545 549 -610 0
-545 -549 610 0
545 549 -611 0
545 -549 611 0
-545 549 611 0
-545 -549 611 0
550 554 -612 0
550 -554 612 0
-550 554 612 0
-550 -554 -612 0
550 554 -613 0
550 -554 -613 0
-550 554 -613 0
-550 -554 613 0
550 554 -614 0
550 -554 614 0
-550 554 614 0
-550 -554 614 0
555 559 -615 0
555 -559 615 0
-555 559 615 0
-555 -559 -615 0
555 559 -616 0
555 -559 -616 0
-555 559 -616 0
-555 -559 616 0
555 559 -617 0
555 -559 617 0
-555 559 617 0
-555 -559 617 0
560 564 -618 0
560 -564 618 0
-560 564 618 0
-560 -564 -618 0
560 564 -619 0
560 -564 -619 0
-560 564 -619 0
-560 -564 619 0
560 564 -620 0
560 -564 620 0
-560 564 620 0
-560 -564 620 0
565 569 -621 0
565 -569 621 0
-565 569 621 0
-565 -569 -621 0
565 569 -622 0
565 -569 -622 0
-565 569 -622 0
-565 -569 622 0
565 569 -623 0
565 -569 623 0
-565 569 623 0
-565 -569 623 0
570 572 -624 0
570 -572 624 0
-570 572 624 0
-570 -572 -624 0
570 572 -625 0
570 -572 -625 0
-570 572 -625 0
-570 -572 625 0
570 572 -626 0
570 -572 626 0
-570 572 626 0
-570 -572 626 0
24 145 -627 0
24 -145 627 0
-24 -145 -627 0
-24 145 627 0
145 24 -628 0
145 -24 -628 0
-145 24 -628 0
-145 -24 628 0
283 485 -629 0
283 -485 629 0
-283 -485 -629 0
-283 485 629 0
485 283 -630 0
485 -283 -630 0
-485 283 -630 0
-485 -283 630 0
574 576 -631 0
574 -576 631 0
-574 -576 -631 0
-574 576 631 0
575 576 -632 0
575 -576 632 0
-575 -576 -632 0
-575 576 632 0
577 578 -633 0
577 -578 633 0
-577 578 633 0
-577 -578 633 0
577 575 -634 0
577 -575 634 0
-577 575 634 0
-577 -575 634 0
633 634 -635 0
633 -634 -635 0
-633 634 -635 0
-633 -634 635 0
577 578 -636 0
577 -578 636 0
-577 578 636 0
-577 -578 636 0
577 574 -637 0
577 -574 637 0
-577 574 637 0
-577 -574 637 0
636 637 -638 0
636 -637 -638 0
-636 637 -638 0
-636 -637 638 0
580 582 -639 0
580 -582 639 0
-580 -582 -639 0
-580 582 639 0
581 582 -640 0
581 -582 640 0
-581 -582 -640 0
-581 582 640 0
583 584 -641 0
583 -584 641 0
-583 584 641 0
-583 -584 641 0
583 581 -642 0
583 -581 642 0
-583 581 642 0
-583 -581 642 0
641 642 -643 0
641 -642 -643 0
-641 642 -643 0
-641 -642 643 0
583 584 -644 0
583 -584 644 0
-583 584 644 0
-583 -584 644 0
583 580 -645 0
583 -580 645 0
-583 580 645 0
-583 -580 645 0
644 645 -646 0
644 -645 -646 0
-644 645 -646 0
-644 -645 646 0
586 588 -647 0
586 -588 647 0
-586 -588 -647 0
-586 588 647 0
587 588 -648 0
587 -588 648 0
-587 -588 -648 0
-587 588 648 0
589 590 -649 0
589 -590 649 0
-589 590 649 0
-589 -590 649 0
589 587 -650 0
589 -587 650 0
-589 587 650 0
-589 -587 650 0
649 650 -651 0
649 -650 -651 0
-649 650 -651 0
-649 -650 651 0
589 590 -652 0
589 -590 652 0
-589 590 652 0
-589 -590 652 0
589 586 -653 0
589 -586 653 0
-589 586 653 0
-589 -586 653 0
652 653 -654 0
652 -653 -654 0
-652 653 -654 0
-652 -653 654 0
592 594 -655 0
592 -594 655 0
-592 -594 -655 0
-592 594 655 0
593 594 -656 0
593 -594 656 0
-593 -594 -656 0
-593 594 656 0
595 596 -657 0
595 -596 657 0
-595 596 657 0
-595 -596 657 0
595 593 -658 0
595 -593 658 0
-595 593 658 0
-595 -593 658 0
657 658 -659 0
657 -658 -659 0
-657 658 -659 0
-657 -658 659 0
595 596 -660 0
595 -596 660 0
-595 596 660 0
-595 -596 660 0
595 592 -661 0
595 -592 661 0
-595 592 661 0
-595 -592 661 0
660 661 -662 0
660 -661 -662 0
-660 661 -662 0
-660 -661 662 0
598 600 -663 0
598 -600 663 0
-598 -600 -663 0
-598 600 663 0
599 600 -664 0
599 -600 664 0
-599 -600 -664 0
-599 600 664 0
601 602 -665 0
601 -602 665 0
-601 602 665 0
-601 -602 665 0
601 599 -666 0
601 -599 666 0
-601 599 666 0
-601 -599 666 0
665 666 -667 0
665 -666 -667 0
-665 666 -667 0
-665 -666 667 0
601 602 -668 0
601 -602 668 0
-601 602 668 0
-601 -602 668 0
601 598 -669 0
601 -598 669 0
-601 598 669 0
-601 -598 669 0
668 669 -670 0
668 -669 -670 0
-668 669 -670 0
-668 -669 670 0
604 606 -671 0
604 -606 671 0
-604 -606 -671 0
-604 606 671 0
605 606 -672 0
605 -606 672 0
-605 -606 -672 0
-605 606 672 0
607 608 -673 0
607 -608 673 0
-607 608 673 0
-607 -608 673 0
607 605 -674 0
607 -605 674 0
-607 605 674 0
-607 -605 674 0
673 674 -675 0
673 -674 -675 0
-673 674 -675 0
-673 -674 675 0
607 608 -676 0
607 -608 676 0
-607 608 676 0
-607 -608 676 0
607 604 -677 0
607 -604 677 0
-607 604 677 0
-607 -604 677 0
676 677 -678 0
676 -677 -678 0
-676 677 -678 0
-676 -677 678 0
610 612 -679 0
610 -612 679 0
-610 -612 -679 0
-610 612 679 0
611 612 -680 0
611 -612 680 0
-611 -612 -680 0
-611 612 680 0
613 614 -681 0
613 -614 681 0
-613 614 681 0
-613 -614 681 0
613 611 -682 0
613 -611 682 0
-613 611 682 0
-613 -611 682 0
681 682 -683 0
681 -682 -683 0
-681 682 -683 0
-681 -682 683 0
613 614 -684 0
613 -614 684 0
-613 614 684 0
-613 -614 684 0
613 610 -685 0
613 -610 685 0
-613 610 685 0
-613 -610 685 0
684 685 -686 0
684 -685 -686 0
-684 685 -686 0
-684 -685 686 0
616 618 -687 0
616 -618 687 0
-616 -618 -687 0
-616 618 687 0
617 618 -688 0
617 -618 688 0
-617 -618 -688 0
-617 618 688 0
619 620 -689 0
619 -620 689 0
-619 620 689 0
-619 -620 689 0
619 617 -690 0
619 -617 690 0
-619 617 690 0
-619 -617 690 0
689 690 -691 0
689 -690 -691 0
-689 690 -691 0
-689 -690 691 0
619 620 -692 0
619 -620 692 0
-619 620 692 0
-619 -620 692 0
619 616 -693 0
619 -616 693 0
-619 616 693 0
-619 -616 693 0
692 693 -694 0
692 -693 -694 0
-692 693 -694 0
-692 -693 694 0
622 624 -695 0
622 -624 695 0
-622 -624 -695 0
-622 624 695 0
623 624 -696 0
623 -624 696 0
-623 -624 -696 0
-623 624 696 0
625 626 -697 0
625 -626 697 0
-625 626 697 0
-625 -626 697 0
625 623 -698 0
625 -623 698 0
-625 623 698 0
-625 -623 698 0
697 698 -699 0
697 -698 -699 0
-697 698 -699 0
-697 -698 699 0
625 626 -700 0
625 -626 700 0
-625 626 700 0
-625 -626 700 0
625 622 -701 0
625 -622 701 0
-625 622 701 0
-625 -622 701 0
700 701 -702 0
700 -701 -702 0
-700 701 -702 0
-700 -701 702 0
628 283 -703 0
628 -283 703 0
-628 -283 -703 0
-628 283 703 0
628 485 -704 0
628 -485 704 0
-628 629 -704 0
-628 -629 704 0
630 628 -705 0
630 -628 -705 0
-630 628 -705 0
-630 -628 705 0
638 579 -706 0
638 -579 706 0
-638 -579 -706 0
-638 579 706 0
638 639 -707 0
638 -639 707 0
-638 640 -707 0
-638 -640 707 0
635 579 -708 0
635 -579 708 0
-635 -579 -708 0
-635 579 708 0
635 639 -709 0
635 -639 709 0
-635 640 -709 0
-635 -640 709 0
646 643 -710 0
646 -643 710 0
-646 643 710 0
-646 -643 710 0
646 635 -711 0
646 -635 711 0
-646 635 711 0
-646 -635 711 0
710 711 -712 0
710 -711 -712 0
-710 711 -712 0
-710 -711 712 0
646 643 -713 0
646 -643 713 0
-646 643 713 0
-646 -643 713 0
646 638 -714 0
646 -638 714 0
-646 638 714 0
-646 -638 714 0
713 714 -715 0
713 -714 -715 0
-713 714 -715 0
-713 -714 715 0
654 591 -716 0
654 -591 716 0
-654 -591 -716 0
-654 591 716 0
654 655 -717 0
654 -655 717 0
-654 656 -717 0
-654 -656 717 0
651 591 -718 0
651 -591 718 0
-651 -591 -718 0
-651 591 718 0
651 655 -719 0
651 -655 719 0
-651 656 -719 0
-651 -656 719 0
662 659 -720 0
662 -659 720 0
-662 659 720 0
-662 -659 720 0
662 651 -721 0
662 -651 721 0
-662 651 721 0
-662 -651 721 0
720 721 -722 0
720 -721 -722 0
-720 721 -722 0
-720 -721 722 0
662 659 -723 0
662 -659 723 0
-662 659 723 0
-662 -659 723 0
662 654 -724 0
662 -654 724 0
-662 654 724 0
-662 -654 724 0
723 724 -725 0
723 -724 -725 0
-723 724 -725 0
-723 -724 725 0
670 603 -726 0
670 -603 726 0
-670 -603 -726 0
-670 603 726 0
670 671 -727 0
670 -671 727 0
-670 672 -727 0
-670 -672 727 0
667 603 -728 0
667 -603 728 0
-667 -603 -728 0
-667 603 728 0
667 671 -729 0
667 -671 729 0
-667 672 -729 0
-667 -672 729 0
678 675 -730 0
678 -675 730 0
-678 675 730 0
-678 -675 730 0
678 667 -731 0
678 -667 731 0
-678 667 731 0
-678 -667 731 0
730 731 -732 0
730 -731 -732 0
-730 731 -732 0
-730 -731 732 0
678 675 -733 0
678 -675 733 0
-678 675 733 0
-678 -675 733 0
678 670 -734 0
678 -670 734 0
-678 670 734 0
-678 -670 734 0
733 734 -735 0
733 -734 -735 0
-733 734 -735 0
-733 -734 735 0
686 615 -736 0
686 -615 736 0
-686 -615 -736 0
-686 615 736 0
686 687 -737 0
686 -687 737 0
-686 688 -737 0
-686 -688 737 0
683 615 -738 0
683 -615 738 0
-683 -615 -738 0
-683 615 738 0
683 687 -739 0
683 -687 739 0
-683 688 -739 0
-683 -688 739 0
694 691 -740 0
694 -691 740 0
-694 691 740 0
-694 -691 740 0
694 683 -741 0
694 -683 741 0
-694 683 741 0
-694 -683 741 0
740 741 -742 0
740 -741 -742 0
-740 741 -742 0
-740 -741 742 0
694 691 -743 0
694 -691 743 0
-694 691 743 0
-694 -691 743 0
694 686 -744 0
694 -686 744 0
-694 686 744 0
-694 -686 744 0
743 744 -745 0
743 -744 -745 0
-743 744 -745 0
-743 -744 745 0
702 571 -746 0
702 -571 746 0
-702 -571 -746 0
-702 571 746 0
702 571 -747 0
702 -571 -747 0
-702 571 -747 0
-702 -571 747 0
699 571 -748 0
699 -571 748 0
-699 -571 -748 0
-699 571 748 0
699 571 -749 0
699 -571 -749 0
-699 571 -749 0
-699 -571 749 0
705 573 -750 0
705 -573 750 0
-705 -573 -750 0
-705 573 750 0
705 631 -751 0
705 -631 751 0
-705 632 -751 0
-705 -632 751 0
