c Problem SAT 6 + 102
c
p cnf 573 2232
-318 -381 382 0
318 381 -383 0
318 -381 383 0
-318 381 383 0
-318 -381 -383 0
313 383 -384 0
313 -383 -384 0
-313 383 -384 0
-313 -383 384 0
313 383 -385 0
313 -383 385 0
-313 383 385 0
-313 -383 -385 0
382 384 -386 0
382 -384 386 0
-382 384 386 0
-382 -384 -386 0
5 20 -387 0
5 -20 -387 0
-5 20 -387 0
-5 -20 387 0
324 387 -388 0
324 -387 -388 0
-324 387 -388 0
-324 -387 388 0
324 387 -389 0
324 -387 389 0
-324 387 389 0
-324 -387 -389 0
319 389 -390 0
319 -389 -390 0
-319 389 -390 0
-319 -389 390 0
319 389 -391 0
319 -389 391 0
-319 389 391 0
-319 -389 -391 0
388 390 -392 0
388 -390 392 0
-388 390 392 0
-388 -390 -392 0
6 20 -393 0
6 -20 -393 0
-6 20 -393 0
-6 -20 393 0
330 393 -394 0
330 -393 -394 0
-330 393 -394 0
-330 -393 394 0
330 393 -395 0
330 -393 395 0
-330 393 395 0
-330 -393 -395 0
325 395 -396 0
325 -395 -396 0
-325 395 -396 0
-325 -395 396 0
325 395 -397 0
325 -395 397 0
-325 395 397 0
-325 -395 -397 0
394 396 -398 0
394 -396 398 0
-394 396 398 0
-394 -396 -398 0
7 20 -399 0
7 -20 -399 0
-7 20 -399 0
-7 -20 399 0
336 399 -400 0
336 -399 -400 0
-336 399 -400 0
-336 -399 400 0
336 399 -401 0
336 -399 401 0
-336 399 401 0
-336 -399 -401 0
331 401 -402 0
331 -401 -402 0
-331 401 -402 0
-331 -401 402 0
331 401 -403 0
331 -401 403 0
-331 401 403 0
-331 -401 -403 0
400 402 -404 0
400 -402 404 0
-400 402 404 0
-400 -402 -404 0
8 20 -405 0
8 -20 -405 0
-8 20 -405 0
-8 -20 405 0
342 405 -406 0
342 -405 -406 0
-342 405 -406 0
-342 -405 406 0
342 405 -407 0
342 -405 407 0
-342 405 407 0
-342 -405 -407 0
337 407 -408 0
337 -407 -408 0
-337 407 -408 0
-337 -407 408 0
337 407 -409 0
337 -407 409 0
-337 407 409 0
-337 -407 -409 0
406 408 -410 0
406 -408 410 0
-406 408 410 0
-406 -408 -410 0
9 20 -411 0
9 -20 -411 0
-9 20 -411 0
-9 -20 411 0
348 411 -412 0
348 -411 -412 0
-348 411 -412 0
-348 -411 412 0
348 411 -413 0
348 -411 413 0
-348 411 413 0
-348 -411 -413 0
343 413 -414 0
343 -413 -414 0
-343 413 -414 0
-343 -413 414 0
343 413 -415 0
343 -413 415 0
-343 413 415 0
-343 -413 -415 0
412 414 -416 0
412 -414 416 0
-412 414 416 0
-412 -414 -416 0
10 20 -417 0
10 -20 -417 0
-10 20 -417 0
-10 -20 417 0
354 417 -418 0
354 -417 -418 0
-354 417 -418 0
-354 -417 418 0
354 417 -419 0
354 -417 419 0
-354 417 419 0
-354 -417 -419 0
349 419 -420 0
349 -419 -420 0
-349 419 -420 0
-349 -419 420 0
349 419 -421 0
349 -419 421 0
-349 419 421 0
-349 -419 -421 0
418 420 -422 0
418 -420 422 0
-418 420 422 0
-418 -420 -422 0
11 20 -423 0
11 -20 -423 0
-11 20 -423 0
-11 -20 423 0
360 423 -424 0
360 -423 -424 0
-360 423 -424 0
-360 -423 424 0
360 423 -425 0
360 -423 425 0
-360 423 425 0
-360 -423 -425 0
355 425 -426 0
355 -425 -426 0
-355 425 -426 0
-355 -425 426 0
355 425 -427 0
355 -425 427 0
-355 425 427 0
-355 -425 -427 0
424 426 -428 0
424 -426 428 0
-424 426 428 0
-424 -426 -428 0
12 20 -429 0
12 -20 -429 0
-12 20 -429 0
-12 -20 429 0
362 429 -430 0
362 -429 -430 0
-362 429 -430 0
-362 -429 430 0
362 429 -431 0
362 -429 431 0
-362 429 431 0
-362 -429 -431 0
361 431 -432 0
361 -431 -432 0
-361 431 -432 0
-361 -431 432 0
361 431 -433 0
361 -431 433 0
-361 431 433 0
-361 -431 -433 0
430 432 -434 0
430 -432 434 0
-430 432 434 0
-430 -432 -434 0
13 20 -435 0
13 -20 -435 0
-13 20 -435 0
-13 -20 435 0
368 373 -436 0
368 -373 436 0
-368 373 436 0
-368 -373 -436 0
368 373 -437 0
368 -373 -437 0
-368 373 -437 0
-368 -373 437 0
368 373 -438 0
368 -373 438 0
-368 373 438 0
-368 -373 438 0
374 379 -439 0
374 -379 439 0
-374 379 439 0
-374 -379 -439 0
374 379 -440 0
374 -379 -440 0
-374 379 -440 0
-374 -379 440 0
374 379 -441 0
374 -379 441 0
-374 379 441 0
-374 -379 441 0
380 385 -442 0
380 -385 442 0
-380 385 442 0
-380 -385 -442 0
380 385 -443 0
380 -385 -443 0
-380 385 -443 0
-380 -385 443 0
380 385 -444 0
380 -385 444 0
-380 385 444 0
-380 -385 444 0
386 391 -445 0
386 -391 445 0
-386 391 445 0
-386 -391 -445 0
386 391 -446 0
386 -391 -446 0
-386 391 -446 0
-386 -391 446 0
386 391 -447 0
386 -391 447 0
-386 391 447 0
-386 -391 447 0
392 397 -448 0
392 -397 448 0
-392 397 448 0
-392 -397 -448 0
392 397 -449 0
392 -397 -449 0
-392 397 -449 0
-392 -397 449 0
392 397 -450 0
392 -397 450 0
-392 397 450 0
-392 -397 450 0
398 403 -451 0
398 -403 451 0
-398 403 451 0
-398 -403 -451 0
398 403 -452 0
398 -403 -452 0
-398 403 -452 0
-398 -403 452 0
398 403 -453 0
398 -403 453 0
-398 403 453 0
-398 -403 453 0
404 409 -454 0
404 -409 454 0
-404 409 454 0
-404 -409 -454 0
404 409 -455 0
404 -409 -455 0
-404 409 -455 0
-404 -409 455 0
404 409 -456 0
404 -409 456 0
-404 409 456 0
-404 -409 456 0
410 415 -457 0
410 -415 457 0
-410 415 457 0
-410 -415 -457 0
410 415 -458 0
410 -415 -458 0
-410 415 -458 0
-410 -415 458 0
410 415 -459 0
410 -415 459 0
-410 415 459 0
-410 -415 459 0
416 421 -460 0
416 -421 460 0
-416 421 460 0
-416 -421 -460 0
416 421 -461 0
416 -421 -461 0
-416 421 -461 0
-416 -421 461 0
416 421 -462 0
416 -421 462 0
-416 421 462 0
-416 -421 462 0
422 427 -463 0
422 -427 463 0
-422 427 463 0
-422 -427 -463 0
422 427 -464 0
422 -427 -464 0
-422 427 -464 0
-422 -427 464 0
422 427 -465 0
422 -427 465 0
-422 427 465 0
-422 -427 465 0
428 433 -466 0
428 -433 466 0
-428 433 466 0
-428 -433 -466 0
428 433 -467 0
428 -433 -467 0
-428 433 -467 0
-428 -433 467 0
428 433 -468 0
428 -433 468 0
-428 433 468 0
-428 -433 468 0
434 435 -469 0
434 -435 469 0
-434 435 469 0
-434 -435 -469 0
434 435 -470 0
434 -435 -470 0
-434 435 -470 0
-434 -435 470 0
434 435 -471 0
434 -435 471 0
-434 435 471 0
-434 -435 471 0
437 439 -472 0
437 -439 472 0
-437 -439 -472 0
-437 439 472 0
438 439 -473 0
438 -439 473 0
-438 -439 -473 0
-438 439 473 0
440 441 -474 0
440 -441 474 0
-440 441 474 0
-440 -441 474 0
440 438 -475 0
440 -438 475 0
-440 438 475 0
-440 -438 475 0
474 475 -476 0
474 -475 -476 0
-474 475 -476 0
-474 -475 476 0
440 441 -477 0
440 -441 477 0
-440 441 477 0
-440 -441 477 0
440 437 -478 0
440 -437 478 0
-440 437 478 0
-440 -437 478 0
477 478 -479 0
477 -478 -479 0
-477 478 -479 0
-477 -478 479 0
443 445 -480 0
443 -445 480 0
-443 -445 -480 0
-443 445 480 0
444 445 -481 0
444 -445 481 0
-444 -445 -481 0
-444 445 481 0
446 447 -482 0
446 -447 482 0
-446 447 482 0
-446 -447 482 0
446 444 -483 0
446 -444 483 0
-446 444 483 0
-446 -444 483 0
482 483 -484 0
482 -483 -484 0
-482 483 -484 0
-482 -483 484 0
446 447 -485 0
446 -447 485 0
-446 447 485 0
-446 -447 485 0
446 443 -486 0
446 -443 486 0
-446 443 486 0
-446 -443 486 0
485 486 -487 0
485 -486 -487 0
-485 486 -487 0
-485 -486 487 0
449 451 -488 0
449 -451 488 0
-449 -451 -488 0
-449 451 488 0
450 451 -489 0
450 -451 489 0
-450 -451 -489 0
-450 451 489 0
452 453 -490 0
452 -453 490 0
-452 453 490 0
-452 -453 490 0
452 450 -491 0
452 -450 491 0
-452 450 491 0
-452 -450 491 0
490 491 -492 0
490 -491 -492 0
-490 491 -492 0
-490 -491 492 0
452 453 -493 0
452 -453 493 0
-452 453 493 0
-452 -453 493 0
452 449 -494 0
452 -449 494 0
-452 449 494 0
-452 -449 494 0
493 494 -495 0
493 -494 -495 0
-493 494 -495 0
-493 -494 495 0
455 457 -496 0
455 -457 496 0
-455 -457 -496 0
-455 457 496 0
456 457 -497 0
456 -457 497 0
-456 -457 -497 0
-456 457 497 0
458 459 -498 0
458 -459 498 0
-458 459 498 0
-458 -459 498 0
458 456 -499 0
458 -456 499 0
-458 456 499 0
-458 -456 499 0
498 499 -500 0
498 -499 -500 0
-498 499 -500 0
-498 -499 500 0
458 459 -501 0
458 -459 501 0
-458 459 501 0
-458 -459 501 0
458 455 -502 0
458 -455 502 0
-458 455 502 0
-458 -455 502 0
501 502 -503 0
501 -502 -503 0
-501 502 -503 0
-501 -502 503 0
461 463 -504 0
461 -463 504 0
-461 -463 -504 0
-461 463 504 0
462 463 -505 0
462 -463 505 0
-462 -463 -505 0
-462 463 505 0
464 465 -506 0
464 -465 506 0
-464 465 506 0
-464 -465 506 0
464 462 -507 0
464 -462 507 0
-464 462 507 0
-464 -462 507 0
506 507 -508 0
506 -507 -508 0
-506 507 -508 0
-506 -507 508 0
464 465 -509 0
464 -465 509 0
-464 465 509 0
-464 -465 509 0
464 461 -510 0
464 -461 510 0
-464 461 510 0
-464 -461 510 0
509 510 -511 0
509 -510 -511 0
-509 510 -511 0
-509 -510 511 0
467 469 -512 0
467 -469 512 0
-467 -469 -512 0
-467 469 512 0
468 469 -513 0
468 -469 513 0
-468 -469 -513 0
-468 469 513 0
470 471 -514 0
470 -471 514 0
-470 471 514 0
-470 -471 514 0
470 468 -515 0
470 -468 515 0
-470 468 515 0
-470 -468 515 0
514 515 -516 0
514 -515 -516 0
-514 515 -516 0
-514 -515 516 0
470 471 -517 0
470 -471 517 0
-470 471 517 0
-470 -471 517 0
470 467 -518 0
470 -467 518 0
-470 467 518 0
-470 -467 518 0
517 518 -519 0
517 -518 -519 0
-517 518 -519 0
-517 -518 519 0
479 442 -520 0
479 -442 520 0
-479 -442 -520 0
-479 442 520 0
479 480 -521 0
479 -480 521 0
-479 481 -521 0
-479 -481 521 0
476 442 -522 0
476 -442 522 0
-476 -442 -522 0
-476 442 522 0
476 480 -523 0
476 -480 523 0
-476 481 -523 0
-476 -481 523 0
487 484 -524 0
487 -484 524 0
-487 484 524 0
-487 -484 524 0
487 476 -525 0
487 -476 525 0
-487 476 525 0
-487 -476 525 0
524 525 -526 0
524 -525 -526 0
-524 525 -526 0
-524 -525 526 0
487 484 -527 0
487 -484 527 0
-487 484 527 0
-487 -484 527 0
487 479 -528 0
487 -479 528 0
-487 479 528 0
-487 -479 528 0
527 528 -529 0
527 -528 -529 0
-527 528 -529 0
-527 -528 529 0
495 454 -530 0
495 -454 530 0
-495 -454 -530 0
-495 454 530 0
495 496 -531 0
495 -496 531 0
-495 497 -531 0
-495 -497 531 0
492 454 -532 0
492 -454 532 0
-492 -454 -532 0
-492 454 532 0
492 496 -533 0
492 -496 533 0
-492 497 -533 0
-492 -497 533 0
503 500 -534 0
503 -500 534 0
-503 500 534 0
-503 -500 534 0
503 492 -535 0
503 -492 535 0
-503 492 535 0
-503 -492 535 0
534 535 -536 0
534 -535 -536 0
-534 535 -536 0
-534 -535 536 0
503 500 -537 0
503 -500 537 0
-503 500 537 0
-503 -500 537 0
503 495 -538 0
503 -495 538 0
-503 495 538 0
-503 -495 538 0
537 538 -539 0
537 -538 -539 0
-537 538 -539 0
-537 -538 539 0
511 466 -540 0
511 -466 540 0
-511 -466 -540 0
-511 466 540 0
511 512 -541 0
511 -512 541 0
-511 513 -541 0
-511 -513 541 0
508 466 -542 0
508 -466 542 0
-508 -466 -542 0
-508 466 542 0
508 512 -543 0
508 -512 543 0
-508 513 -543 0
-508 -513 543 0
519 516 -544 0
519 -516 544 0
-519 516 544 0
-519 -516 544 0
519 508 -545 0
519 -508 545 0
-519 508 545 0
-519 -508 545 0
544 545 -546 0
544 -545 -546 0
-544 545 -546 0
-544 -545 546 0
519 516 -547 0
519 -516 547 0
-519 516 547 0
-519 -516 547 0
519 511 -548 0
519 -511 548 0
-519 511 548 0
-519 -511 548 0
547 548 -549 0
547 -548 -549 0
-547 548 -549 0
-547 -548 549 0
529 448 -550 0
529 -448 550 0
-529 -448 -550 0
-529 448 550 0
529 488 -551 0
529 -488 551 0
-529 489 -551 0
-529 -489 551 0
529 530 -552 0
529 -530 552 0
-529 532 -552 0
-529 -532 552 0
529 531 -553 0
529 -531 553 0
-529 533 -553 0
-529 -533 553 0
526 448 -554 0
526 -448 554 0
-526 -448 -554 0
-526 448 554 0
526 488 -555 0
526 -488 555 0
-526 489 -555 0
-526 -489 555 0
526 530 -556 0
526 -530 556 0
-526 532 -556 0
-526 -532 556 0
526 531 -557 0
526 -531 557 0
-526 533 -557 0
-526 -533 557 0
539 536 -558 0
539 -536 558 0
-539 536 558 0
-539 -536 558 0
539 526 -559 0
539 -526 559 0
-539 526 559 0
-539 -526 559 0
558 559 -560 0
558 -559 -560 0
-558 559 -560 0
-558 -559 560 0
539 536 -561 0
539 -536 561 0
-539 536 561 0
-539 -536 561 0
539 529 -562 0
539 -529 562 0
-539 529 562 0
-539 -529 562 0
561 562 -563 0
561 -562 -563 0
-561 562 -563 0
-561 -562 563 0
563 460 -564 0
563 -460 564 0
-563 -460 -564 0
-563 460 564 0
563 504 -565 0
563 -504 565 0
-563 505 -565 0
-563 -505 565 0
563 540 -566 0
563 -540 566 0
-563 542 -566 0
-563 -542 566 0
563 541 -567 0
563 -541 567 0
-563 543 -567 0
-563 -543 567 0
563 549 -568 0
563 -549 568 0
-563 546 -568 0
-563 -546 568 0
560 460 -569 0
560 -460 569 0
-560 -460 -569 0
-560 460 569 0
560 504 -570 0
560 -504 570 0
-560 505 -570 0
-560 -505 570 0
560 540 -571 0
560 -540 571 0
-560 542 -571 0
-560 -542 571 0
560 541 -572 0
560 -541 572 0
-560 543 -572 0
-560 -543 572 0
560 549 -573 0
560 -549 573 0
-560 546 -573 0
-560 -546 573 0
21 0
-36 0
-75 0
148 0
221 0
-294 0
367 0
436 0
472 0
520 0
521 0
-550 0
-551 0
552 0
-553 0
-564 0
-565 0
-566 0
-567 0
-568 0
